áYâú (826)-A2,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
25.3,0.08,1.02,79.9,57.1
26.5,0.43,1.27,67.3,80.5
25.8,0.23,0.96,54,89.4
25.5,0.54,0.83,40.6,95.6
24.9,0.34,0.51,27.4,101.1
25,0.37,0.25,14.4,106.6
23.8,0.22,0.05,1.8,112.8
23.3,0,0,0,0
23.6,0,0,0,0
23.3,0,0,0,0
23.5,0,0,0,0
23,0,0,0,0
23,0,0,0,0
23.3,0,0,0,0
23.1,0,0,0,0
22.7,0,0,0,0
22.9,0,0,0,0
22.9,0.08,0.05,4.4,-111.6
23.3,0.06,0.19,17.1,-105.6
23.2,0.06,0.34,30.1,-100.1
21.9,0.06,0.52,43.4,-94.6
20.9,0.08,0.67,56.8,-88.2
20.5,0.02,0.85,70.1,-78.3
20.5,0.05,0.88,82.2,-45.7
20.8,0.05,0.87,80.1,57.8
21.1,0.04,0.8,67.4,80.9
21,0.05,0.66,54.1,89.7
20.8,0.05,0.5,40.7,95.8
20.7,0.05,0.32,27.5,101.2
20.8,0.05,0.15,14.5,106.8
20.7,0.05,0.03,1.9,112.9
20.7,0,0,0,0
20.9,0,0,0,0
20.9,0,0,0,0
21.1,0,0,0,0
21.2,0,0,0,0
21.3,0,0,0,0
21.6,0,0,0,0
21.7,0,0,0,0
21.9,0,0,0,0
22.1,0,0,0,0
22.1,0.17,0.06,4.5,-111.8
22.2,0.14,0.24,17.1,-105.8
22.7,0.14,0.46,30.2,-100.3
23.5,0.13,0.68,43.4,-94.9
24,0.14,0.86,56.8,-88.5
26,0.14,1,70.1,-78.8
27.9,1.03,1.38,82.3,-46.7
29,1.94,0.96,80.2,58.5
29.1,0.5,1.29,67.5,81.3
28,1.29,0.99,54.2,89.9
28.4,1.11,0.79,40.8,96
27.7,1.16,0.51,27.6,101.4
26.3,0.72,0.27,14.6,106.9
24.5,0.14,0.04,2,113.1
24.3,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.3,0,0,0,0
24.1,0,0,0,0
24,0,0,0,0
24.1,0,0,0,0
24,0,0,0,0
23.9,0,0,0,0
24,0,0,0,0
24,0.22,0.06,4.5,-111.9
25.2,1.14,0.3,17.2,-106
26.6,1.86,0.42,30.2,-100.5
27,1.37,0.78,43.4,-95.1
28.4,1.68,0.89,56.8,-88.8
28,2.04,0.86,70.1,-79.2
28.1,1.11,1.35,82.4,-47.7
27.3,1.36,1.25,80.3,59.1
27.2,0.55,1.3,67.6,81.7
28.2,0.56,1.1,54.2,90.2
26.2,0.17,0.68,40.9,96.2
25.3,0.17,0.45,27.7,101.6
25,0.19,0.23,14.7,107.1
24.8,0.14,0.04,2.1,113.2
24.8,0,0,0,0
22.6,0,0,0,0
22.7,0,0,0,0
23.3,0,0,0,0
23.7,0,0,0,0
24.1,0,0,0,0
24,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.2,0.08,0.05,4.5,-112.1
24.5,0.08,0.2,17.2,-106.1
25.2,0.07,0.39,30.2,-100.7
25.8,0.11,0.66,43.5,-95.3
26.6,0.05,0.76,56.8,-89.1
26.5,0.1,0.85,70.1,-79.7
27,0.05,0.96,82.5,-48.7
27.5,0.25,1.28,80.4,59.8
24.4,0.05,0.87,67.6,82
26,0.27,1.01,54.3,90.4
25.4,0.12,0.63,40.9,96.3
26.3,0.19,0.45,27.7,101.7
26.7,0.22,0.23,14.8,107.2
25,0.22,0.05,2.2,113.3
24.5,0,0,0,0
23.9,0,0,0,0
23.8,0,0,0,0
23.5,0,0,0,0
23.2,0,0,0,0
22.9,0,0,0,0
23,0,0,0,0
23.1,0,0,0,0
23.1,0,0,0,0
23,0,0,0,0
23.3,0.21,0.06,4.6,-112.2
24.1,0.18,0.26,17.2,-106.3
25.2,0.24,0.53,30.2,-100.9
26.2,0.45,0.87,43.5,-95.5
26.9,0.9,1.13,56.8,-89.4
27.9,1.13,1.25,70.2,-80.1
28.9,1.11,1.35,82.5,-49.7
27.8,2.03,0.92,80.5,60.4
28.5,1.13,1.22,67.7,82.4
29.2,0.89,1.08,54.4,90.6
26.5,0.45,0.82,41,96.5
29.1,1.83,0.39,27.8,101.9
26.7,0.96,0.27,14.9,107.3
24.5,0.22,0.05,2.3,113.4
23.4,0,0,0,0
23,0,0,0,0
22.5,0,0,0,0
21.9,0,0,0,0
21.5,0,0,0,0
21.1,0,0,0,0
20.8,0,0,0,0
20.2,0,0,0,0
19.8,0,0,0,0
19.8,0,0,0,0
19.6,0.33,0.07,4.6,-112.4
20.6,0.31,0.3,17.2,-106.4
21.8,1.67,0.47,30.2,-101
22.8,1.76,0.66,43.5,-95.7
22.9,2.18,0.67,56.8,-89.7
23.4,1.8,0.98,70.2,-80.6
23.7,1.78,1.06,82.6,-50.7
24.1,2.16,0.85,80.6,61
23.9,2.17,0.77,67.8,82.7
23.5,0.81,1.1,54.4,90.9
22.6,0.47,0.83,41.1,96.7
21.9,0.27,0.5,27.9,102
21.1,0.21,0.23,14.9,107.4
20.7,0.22,0.05,2.4,113.5
20.6,0,0,0,0
20.7,0,0,0,0
20.8,0,0,0,0
20.6,0,0,0,0
20.7,0,0,0,0
20,0,0,0,0
20,0,0,0,0
20,0,0,0,0
20.1,0,0,0,0
20,0,0,0,0
20.1,0.11,0.05,4.6,-112.5
21.1,0.2,0.27,17.3,-106.6
22.1,1.73,0.45,30.3,-101.2
23.6,0.38,0.86,43.5,-95.9
23.6,0.06,0.76,56.8,-89.9
23.2,0.11,0.85,70.2,-81
22.8,0.05,0.96,82.7,-51.6
22.4,0.05,0.95,80.7,61.6
21.8,0.06,0.87,67.9,83
21.6,0.1,0.7,54.5,91.1
21.1,0.07,0.55,41.2,96.8
21.3,0.07,0.36,28,102.1
20.6,0.08,0.18,15,107.6
20.4,0.09,0.03,2.5,113.6
20.6,0,0,0,0
20.7,0,0,0,0
20.5,0,0,0,0
20.1,0,0,0,0
20,0,0,0,0
19.5,0,0,0,0
19.5,0,0,0,0
19.8,0,0,0,0
20.1,0,0,0,0
20.3,0,0,0,0
20.6,0.07,0.05,4.7,-112.6
20.6,0.06,0.19,17.3,-106.7
20.4,0.05,0.36,30.3,-101.4
20.5,0.06,0.52,43.5,-96.1
21.1,0.07,0.67,56.8,-90.2
21.5,0.09,0.77,70.2,-81.4
22.5,0.04,0.89,82.7,-52.6
23.1,0.05,0.87,80.8,62.2
23.5,0.03,0.81,67.9,83.3
22.1,0.05,0.67,54.6,91.3
22.5,0.05,0.51,41.2,97
21.9,0.05,0.32,28,102.2
21.8,0.06,0.16,15.1,107.7
21.2,0.09,0.03,2.6,113.7
21,0,0,0,0
21.2,0,0,0,0
21.1,0,0,0,0
20.9,0,0,0,0
21.1,0,0,0,0
20.9,0,0,0,0
20.7,0,0,0,0
20.9,0,0,0,0
20.8,0,0,0,0
20.6,0,0,0,0
20.6,0.02,0.04,4.7,-112.8
20.9,0.05,0.18,17.3,-106.9
21.7,0.24,0.53,30.3,-101.5
23.2,1.26,0.81,43.5,-96.3
23.9,0.56,1.13,56.8,-90.4
23.4,0.09,0.91,70.2,-81.7
23.6,0.3,1.31,82.8,-53.5
24.4,0.3,1.31,80.9,62.7
23.5,0.11,0.87,68,83.6
23.6,0.09,0.75,54.7,91.4
23.4,0.14,0.64,41.3,97.1
23,0.14,0.42,28.1,102.4
22.6,0.13,0.21,15.2,107.8
22,0.22,0.05,2.7,113.8
21.7,0,0,0,0
21.7,0,0,0,0
21.7,0,0,0,0
21.7,0,0,0,0
21.7,0,0,0,0
21.6,0,0,0,0
21.5,0,0,0,0
21.3,0,0,0,0
21.3,0,0,0,0
21.5,0,0,0,0
21.5,1.01,0.08,4.7,-112.9
23.3,1.64,0.25,17.3,-107
25,2.12,0.36,30.3,-101.6
25.3,2.3,0.47,43.5,-96.4
25.8,2.33,0.59,56.8,-90.6
26.5,2.32,0.69,70.2,-82.1
28.6,2.33,0.74,82.8,-54.4
27.4,2.34,0.73,81,63.2
26.9,2.35,0.67,68.1,83.8
27,2.32,0.58,54.7,91.6
26.6,1.99,0.55,41.4,97.3
26.8,2.09,0.34,28.2,102.5
25.9,1.03,0.27,15.3,107.9
24.1,0.49,0.05,2.8,113.9
23.8,0,0,0,0
23.6,0,0,0,0
23.5,0,0,0,0
23.7,0,0,0,0
23.7,0,0,0,0
23.7,0,0,0,0
23.8,0,0,0,0
23.7,0,0,0,0
23.8,0,0,0,0
23.8,0,0,0,0
23.8,0.07,0.05,4.7,-113
24,0.05,0.19,17.3,-107.1
24.2,0.05,0.36,30.3,-101.8
24.9,0.06,0.52,43.5,-96.6
25.1,0.07,0.67,56.8,-90.8
24.3,0,0.62,70.2,-82.4
24.3,0.06,0.61,82.9,-55.3
24.1,0.05,0.87,81.1,63.7
22.1,0,0.63,68.2,84.1
21.8,0.05,0.31,54.8,91.8
21.7,0.04,0.24,41.5,97.4
22.5,0.01,0.19,28.3,102.6
22.8,0.03,0.12,15.4,107.9
22.3,0.09,0.03,2.9,114
22.2,0,0,0,0
22.7,0,0,0,0
23.8,0,0,0,0
22.5,0,0,0,0
22.3,0,0,0,0
22.7,0,0,0,0
23.1,0,0,0,0
23.1,0,0,0,0
22.3,0,0,0,0
23.2,0,0,0,0
23.7,0.14,0.06,4.7,-113.1
24.2,0.31,0.3,17.3,-107.2
26.8,1.51,0.5,30.3,-101.9
26.2,0.97,0.86,43.5,-96.7
25.9,0.99,1.11,56.8,-91
26.2,0.33,1.25,70.2,-82.7
27.3,0.32,1.34,82.9,-56.2
26,0.24,1.24,81.2,64.1
28.3,0.34,1.23,68.2,84.3
25.2,0.16,0.9,54.9,91.9
25.2,0.17,0.69,41.5,97.5
24.7,0.09,0.37,28.3,102.7
24.4,0.13,0.21,15.4,108
24.2,0.22,0.05,2.9,114
23.9,0,0,0,0
23.8,0,0,0,0
23.8,0,0,0,0
23.6,0,0,0,0
23.6,0,0,0,0
23.7,0,0,0,0
23.4,0,0,0,0
23.4,0,0,0,0
23.7,0,0,0,0
23.6,0,0,0,0
23.4,0.39,0.07,4.7,-113.2
24.7,0.67,0.32,17.3,-107.3
25.6,0.98,0.59,30.2,-102
26.6,1.01,0.86,43.4,-96.9
27,0.98,1.11,56.8,-91.2
28.1,0.97,1.3,70.1,-83.1
28.5,1.17,1.33,82.9,-57
28.6,1.18,1.31,81.3,64.5
29.2,0.49,1.29,68.3,84.5
28.4,2.12,0.67,54.9,92.1
28,1.75,0.63,41.6,97.6
27.7,1.91,0.38,28.4,102.7
26.7,1.36,0.25,15.5,108.1
25.1,0.32,0.05,3,114.1
24.4,0,0,0,0
24.2,0,0,0,0
24.3,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.2,0,0,0,0
24.1,0,0,0,0
24.3,0.14,0.06,4.7,-113.3
25.4,1.18,0.3,17.3,-107.4
26.7,1.74,0.45,30.2,-102.1
27.6,1.87,0.62,43.4,-97
27.8,0.59,1.13,56.8,-91.4
27.1,0.1,1,70.1,-83.3
26.6,0.14,1.03,82.9,-57.8
26.7,0.09,1.07,81.4,64.9
27.6,0.11,0.97,68.4,84.7
27.3,0.18,0.9,55,92.2
27.1,0.62,0.85,41.7,97.7
26.5,0.28,0.51,28.5,102.8
25.8,0.21,0.24,15.6,108.2
25.2,0.3,0.05,3.1,114.2
24.8,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.6,0,0,0,0
24.8,0.07,0.05,4.7,-113.4
24.9,0.07,0.21,17.3,-107.5
24.8,0.07,0.38,30.2,-102.2
25.4,0.05,0.57,43.4,-97.1
26.8,0.07,0.71,56.7,-91.5
26.9,0.07,0.85,70.1,-83.6
27.5,0.14,1.03,82.9,-58.5
27.1,0.18,1.15,81.4,65.2
27.7,0.25,1.16,68.4,84.9
27.2,0.11,0.81,55,92.3
26.9,0.1,0.62,41.7,97.8
26.3,0.13,0.41,28.6,102.9
25.7,0.07,0.18,15.7,108.2
25.3,0.2,0.05,3.2,114.2
24.5,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.4,0,0,0,0
23.5,0,0,0,0
23.5,0,0,0,0
23.8,0,0,0,0
24,0,0,0,0
24.3,0,0,0,0
24.4,0,0,0,0
24.5,0.03,0.04,4.7,-113.5
21.8,0.01,0.12,17.3,-107.6
22.7,0.01,0.22,30.2,-102.3
23.3,0.03,0.28,43.4,-97.2
22.3,0.13,0.87,56.7,-91.7
25.3,0.24,1.19,70.1,-83.9
25.3,0.13,1.03,82.9,-59.3
23.4,0.09,0.88,81.5,65.5
25,0.07,0.82,68.5,85.1
23.5,0.09,0.68,55.1,92.4
23.1,0.08,0.52,41.8,97.9
23.2,0.06,0.35,28.6,103
23.2,0.07,0.18,15.7,108.3
22.7,0.11,0.04,3.3,114.3
22.3,0,0,0,0
22.3,0,0,0,0
22.9,0,0,0,0
22.9,0,0,0,0
22.8,0,0,0,0
22.6,0,0,0,0
22.5,0,0,0,0
22.5,0,0,0,0
22.3,0,0,0,0
22.3,0,0,0,0
22.6,0.11,0.05,4.7,-113.6
22.9,0.09,0.22,17.2,-107.7
23.5,0.08,0.41,30.2,-102.4
23.6,0.08,0.59,43.4,-97.4
24.7,0.09,0.75,56.7,-91.8
24.8,0.06,0.9,70.1,-84.1
24.8,0.07,0.96,82.9,-59.9
25.2,0.07,0.95,81.6,65.8
25.6,0.07,0.88,68.5,85.2
25.6,0.05,0.76,55.2,92.5
25.6,1.17,0.79,41.9,97.9
25.6,1.17,0.53,28.7,103
24.5,0.47,0.29,15.8,108.3
23.8,0.12,0.04,3.3,114.3
23.4,0,0,0,0
23.4,0,0,0,0
23.5,0,0,0,0
23.5,0,0,0,0
23.5,0,0,0,0
23.3,0,0,0,0
23.3,0,0,0,0
23.4,0,0,0,0
23.5,0,0,0,0
23.3,0,0,0,0
23.5,0.11,0.05,4.7,-113.7
24.1,0.23,0.28,17.2,-107.8
25.3,0.7,0.6,30.1,-102.5
25.6,0.61,0.88,43.3,-97.5
26.6,0.32,1.05,56.7,-92
26.7,0.93,1.3,70,-84.3
27,0.07,1.03,82.9,-60.6
26.8,0.07,1.03,81.7,66
26.9,0.08,0.94,68.6,85.3
26.8,0.14,0.89,55.2,92.6
27.5,0.22,0.75,41.9,98
26.4,0.23,0.5,28.8,103.1
25.8,0.14,0.23,15.9,108.4
25.4,0.33,0.05,3.4,114.3
25.2,0,0,0,0
25.1,0,0,0,0
25.1,0,0,0,0
25.1,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.7,0,0,0,0
24.8,0.07,0.05,4.7,-113.7
24.8,0.05,0.19,17.2,-107.8
25.3,0.17,0.49,30.1,-102.6
26.3,0.05,0.54,43.3,-97.5
26.8,0.05,0.71,56.6,-92.1
28.2,0.04,0.84,70,-84.5
26.5,0.05,0.88,82.9,-61.1
26.4,0.05,0.88,81.7,66.2
26.4,0.05,0.82,68.7,85.5
26.8,0.06,0.68,55.3,92.7
27.1,0.05,0.53,42,98
26.4,0.11,0.41,28.8,103.1
25.9,0.05,0.17,15.9,108.4
25.6,0.1,0.04,3.5,114.4
25.2,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.9,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.6,0,0,0,0
24.5,0.19,0.06,4.7,-113.8
24.9,0.19,0.26,17.2,-107.9
25.7,0.77,0.59,30.1,-102.7
27.3,1.63,0.69,43.3,-97.6
27.6,1.08,1.08,56.6,-92.2
27.6,0.89,1.31,70,-84.6
27.8,1.98,0.95,82.9,-61.7
27.9,1.98,0.94,81.8,66.3
28.3,1.65,1.04,68.7,85.6
27.5,0.16,0.89,55.4,92.7
26.5,0.16,0.68,42,98.1
26.6,0.79,0.57,28.9,103.1
26.5,0.62,0.3,16,108.4
25.6,0.23,0.05,3.5,114.4
24.8,0,0,0,0
25,0,0,0,0
24.6,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.4,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.4,0.32,0.07,4.6,-113.9
25,1.13,0.3,17.1,-108
25.9,1.98,0.39,30.1,-102.7
27.1,2.11,0.53,43.2,-97.7
27.8,1.22,1.04,56.5,-92.3
28.3,2.16,0.77,69.9,-84.8
28.7,2.15,0.84,82.9,-62.2
28.6,2.15,0.84,81.8,66.4
29,2.15,0.77,68.8,85.6
28.5,2.17,0.65,55.4,92.8
27.9,2.11,0.51,42.1,98.1
27.1,0.6,0.58,28.9,103.2
26.3,0.27,0.27,16.1,108.4
25.7,0.4,0.05,3.6,114.4
25.3,0,0,0,0
25,0,0,0,0
25,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
25.3,0,0,0,0
25.2,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
24.6,0,0,0,0
24.6,0.61,0.08,4.6,-113.9
25.4,1.22,0.29,17.1,-108
26.5,1.49,0.5,30,-102.8
27.5,2.08,0.54,43.2,-97.8
28,0.99,1.1,56.5,-92.4
27.7,0.81,1.31,69.9,-84.9
29.1,2.12,0.86,82.8,-62.6
27.9,0.78,1.41,81.9,66.5
28.3,0.8,1.31,68.8,85.7
28.2,1.22,1.03,55.5,92.8
27.3,0.95,0.84,42.1,98.2
27.8,1.91,0.39,29,103.2
26.8,1.18,0.27,16.1,108.5
25.8,0.37,0.05,3.7,114.4
25.3,0,0,0,0
25.3,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.4,0.12,0.05,4.6,-114
24.7,0.76,0.32,17.1,-108.1
25.5,1.05,0.57,30,-102.8
26.5,0.13,0.65,43.1,-97.8
26.7,0.06,0.75,56.5,-92.4
24.5,0.11,0.84,69.8,-85
24.3,0.05,0.96,82.8,-63
23.4,0.05,0.96,82,66.5
24.7,0.05,0.88,68.9,85.7
23.3,0.08,0.73,55.5,92.8
22.9,0.09,0.55,42.2,98.2
22.6,0.07,0.37,29.1,103.2
21.6,0.08,0.19,16.2,108.5
21.1,0.09,0.04,3.7,114.4
20.8,0,0,0,0
20.3,0,0,0,0
20.2,0,0,0,0
20,0,0,0,0
20.4,0,0,0,0
20.3,0,0,0,0
20.4,0,0,0,0
20.3,0,0,0,0
20.1,0,0,0,0
20.2,0,0,0,0
19.7,0.02,0.03,4.5,-114
19.4,0.04,0.15,17,-108.1
19.4,0.06,0.35,29.9,-102.9
19.3,0.06,0.51,43.1,-97.9
19.6,0,0.52,56.4,-92.5
19.7,0,0.63,69.8,-85.1
19.9,0.04,0.88,82.8,-63.3
21,0.04,0.88,82,66.4
20.5,0,0.63,69,85.7
19.7,0.03,0.32,55.6,92.9
17.9,0.03,0.26,42.3,98.2
17.2,0,0.19,29.1,103.2
16.8,0.01,0.1,16.2,108.5
16.1,0.02,0.03,3.8,114.4
16,0,0,0,0
16.3,0,0,0,0
16.6,0,0,0,0
17.1,0,0,0,0
17.4,0,0,0,0
17.2,0,0,0,0
17.4,0,0,0,0
17,0,0,0,0
16.9,0,0,0,0
17.6,0,0,0,0
17.8,0.22,0.06,4.5,-114
18.5,0.16,0.25,17,-108.1
18.9,0.06,0.37,29.9,-102.9
19.6,0.07,0.56,43.1,-97.9
20.4,0.3,1.04,56.4,-92.5
21.6,0.2,1.14,69.8,-85.2
23,1.36,1.25,82.7,-63.6
23.6,1.67,1.1,82.1,66.4
23.3,2.06,0.82,69,85.7
24.3,0.7,1.12,55.6,92.9
23.6,1.67,0.67,42.3,98.2
24.5,1.89,0.4,29.2,103.2
23.6,0.63,0.3,16.3,108.5
22.4,0.17,0.05,3.8,114.4
21.9,0,0,0,0
21.9,0,0,0,0
21.7,0,0,0,0
21.8,0,0,0,0
21.4,0,0,0,0
20.9,0,0,0,0
21.1,0,0,0,0
21.2,0,0,0,0
21.6,0,0,0,0
21,0,0,0,0
21.2,0.08,0.05,4.5,-114.1
21.9,0.07,0.19,17,-108.2
22.9,0.06,0.35,29.8,-102.9
24.2,0.06,0.53,43,-97.9
24.4,0.05,0.7,56.3,-92.6
24.4,0.05,0.84,69.7,-85.3
25.1,0.23,1.27,82.7,-63.8
25.8,0.16,1.16,82.1,66.2
25.7,0.05,0.83,69.1,85.7
25.1,0.06,0.68,55.7,92.8
24.3,0.07,0.51,42.4,98.2
23.7,0.06,0.35,29.2,103.2
24.3,0.06,0.18,16.3,108.4
23,0.08,0.04,3.9,114.4
22.6,0,0,0,0
22.7,0,0,0,0
22.7,0,0,0,0
22.8,0,0,0,0
22.5,0,0,0,0
22.5,0,0,0,0
22.6,0,0,0,0
22.6,0,0,0,0
22.1,0,0,0,0
22.1,0,0,0,0
22.5,0.07,0.05,4.4,-114.1
23,0.05,0.18,16.9,-108.2
24.3,0.03,0.25,29.8,-102.9
24.3,0.01,0.27,43,-97.9
25.3,0.03,0.33,56.3,-92.6
24.8,0,0.63,69.7,-85.3
24.7,0.04,0.88,82.7,-64
24.3,0.06,0.61,82.2,66.1
24.3,0,0.61,69.1,85.7
24.1,0.04,0.68,55.7,92.8
23.9,0.05,0.51,42.4,98.1
23.1,0.02,0.28,29.3,103.2
22.6,0.01,0.1,16.4,108.4
22.2,0.02,0.03,3.9,114.3
22,0,0,0,0
22.3,0,0,0,0
22.3,0,0,0,0
22.2,0,0,0,0
22.3,0,0,0,0
22.2,0,0,0,0
22.5,0,0,0,0
22.4,0,0,0,0
22.7,0,0,0,0
22.1,0,0,0,0
21.9,0.02,0.03,4.4,-114.1
22.3,0.01,0.11,16.9,-108.2
22.8,0.04,0.28,29.8,-103
23.3,0.02,0.4,42.9,-97.9
23.5,0.03,0.32,56.2,-92.6
23.6,0,0.4,69.6,-85.3
23,0,0.42,82.6,-64.2
23.1,0.05,0.61,82.2,65.9
23.4,0,0.63,69.1,85.6
23.6,0.03,0.32,55.8,92.8
22.7,0.03,0.26,42.5,98.1
23.7,0.01,0.19,29.3,103.1
22.5,0.01,0.1,16.4,108.4
22.3,0.02,0.03,4,114.3
22,0,0,0,0
22.4,0,0,0,0
23,0,0,0,0
22.7,0,0,0,0
22.7,0,0,0,0
22.2,0,0,0,0
22.1,0,0,0,0
22.3,0,0,0,0
22.4,0,0,0,0
22.2,0,0,0,0
22.3,0.32,0.06,4.3,-114.1
22.9,0.42,0.31,16.8,-108.2
23.6,0.64,0.59,29.7,-103
25,2.15,0.51,42.9,-97.9
24.9,2.21,0.64,56.2,-92.6
25.2,1.85,0.94,69.6,-85.3
25.3,1.51,1.19,82.6,-64.2
26.1,2.2,0.82,82.2,65.6
25.4,2.21,0.74,69.2,85.6
25.6,2.21,0.63,55.8,92.7
25.8,2.14,0.5,42.5,98.1
24.8,1.4,0.5,29.3,103.1
24.3,0.74,0.31,16.5,108.4
23.3,0.3,0.06,4,114.3
22.6,0,0,0,0
22.2,0,0,0,0
22.1,0,0,0,0
22.3,0,0,0,0
22.3,0,0,0,0
21.8,0,0,0,0
21.4,0,0,0,0
21.1,0,0,0,0
20.9,0,0,0,0
21.2,0,0,0,0
21.1,0.24,0.06,4.3,-114.1
22.8,0.91,0.31,16.8,-108.2
24.8,0.84,0.59,29.6,-103
25.4,1.7,0.66,42.8,-97.9
26,1.67,0.88,56.1,-92.6
26.2,2.03,0.85,69.5,-85.3
27.4,2.04,0.9,82.5,-64.3
27.3,2.02,0.92,82.3,65.3
26.5,0.9,1.29,69.2,85.5
25.8,0.15,0.9,55.9,92.7
25.7,0.15,0.7,42.5,98
25,0.17,0.47,29.4,103.1
25.7,0.17,0.25,16.5,108.3
24.5,0.23,0.05,4,114.2
24,0,0,0,0
23.7,0,0,0,0
23.6,0,0,0,0
23.3,0,0,0,0
23.3,0,0,0,0
23.2,0,0,0,0
23.5,0,0,0,0
23.3,0,0,0,0
23.1,0,0,0,0
23,0,0,0,0
23.3,0.25,0.06,4.2,-114.1
24.9,0.85,0.31,16.7,-108.2
25.9,1.01,0.57,29.6,-102.9
26.6,1.49,0.73,42.8,-97.9
27,1.74,0.84,56.1,-92.5
28.2,1.74,0.99,69.4,-85.2
28,0.35,1.35,82.5,-64.3
28.1,0.46,1.39,82.3,64.9
27.7,0.18,1.11,69.3,85.4
27.6,1.42,0.96,55.9,92.6
28.1,2.04,0.54,42.6,98
27.6,1.92,0.39,29.4,103
26.8,1.38,0.26,16.5,108.3
25.7,0.73,0.06,4.1,114.2
25.5,0,0,0,0
24.7,0,0,0,0
24.3,0,0,0,0
24.5,0,0,0,0
24.2,0,0,0,0
24.4,0,0,0,0
24.2,0,0,0,0
24.6,0,0,0,0
24.4,0,0,0,0
25,0,0,0,0
24.7,0.34,0.06,4.2,-114.1
25.3,0.31,0.28,16.6,-108.2
26.9,1.76,0.43,29.5,-102.9
27.5,2.14,0.5,42.7,-97.9
28.4,1.85,0.79,56,-92.5
28.9,2.2,0.76,69.4,-85.2
29.3,2.2,0.81,82.4,-64.2
29,2.2,0.81,82.3,64.5
29.2,2.2,0.75,69.3,85.2
28.5,2.2,0.64,55.9,92.5
28.4,2.16,0.5,42.6,97.9
28,1.98,0.38,29.5,102.9
27.2,1.28,0.27,16.6,108.2
26,0.59,0.06,4.1,114.1
25.4,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.7,0,0,0,0
24.7,0,0,0,0
24.9,0.15,0.05,4.1,-114.1
25.2,0.18,0.25,16.6,-108.2
26.9,1.22,0.53,29.5,-102.9
27.5,0.95,0.85,42.6,-97.8
28.3,0.32,1.04,56,-92.4
28.6,0.1,0.95,69.3,-85.1
27.4,0.09,1.03,82.3,-64.1
28.1,0.43,1.38,82.3,64.1
28,0.32,1.23,69.3,85.1
27.3,0.11,0.8,56,92.4
27.9,0.24,0.77,42.6,97.8
26.9,0.34,0.55,29.5,102.9
26.4,0.27,0.27,16.6,108.2
25.9,0.46,0.06,4.1,114.1
25.4,0,0,0,0
25.2,0,0,0,0
25,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.5,0,0,0,0
24.4,0,0,0,0
24.6,0,0,0,0
24.5,0,0,0,0
24.7,0.61,0.06,4,-114.1
25.7,1.39,0.26,16.5,-108.1
27.6,1.92,0.39,29.4,-102.9
28.6,2.04,0.54,42.6,-97.8
29.5,0.78,1.12,55.9,-92.4
29.7,2.09,0.81,69.3,-85
29.2,0.95,1.39,82.3,-64
29.2,2.09,0.87,82.4,63.6
28.5,0.61,1.31,69.4,84.9
27.9,0.37,1.08,56,92.3
29.1,0.99,0.85,42.7,97.8
27,0.68,0.59,29.5,102.8
27.3,0.5,0.31,16.6,108.1
25.5,0.83,0.06,4.1,114
24.7,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.6,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
25,0,0,0,0
24.8,0.39,0.06,4,-114
25.7,1.5,0.25,16.5,-108.1
26.9,2.01,0.37,29.4,-102.8
27.9,2.17,0.5,42.5,-97.7
29.2,2.24,0.61,55.8,-92.3
