áYâú (826-A1),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
26.2,0.38,1.23,82.1,-44.7
25.3,0.07,0.9,79.9,57.1
26.5,0.38,1.13,67.3,80.5
25.8,0.2,0.86,54,89.4
25.5,0.48,0.74,40.6,95.6
24.9,0.3,0.46,27.4,101.1
25,0.33,0.22,14.4,106.6
23.8,0.19,0.04,1.8,112.8
23.3,0,0,0,0
23.6,0,0,0,0
23.3,0,0,0,0
23.5,0,0,0,0
23,0,0,0,0
23,0,0,0,0
23.3,0,0,0,0
23.1,0,0,0,0
22.7,0,0,0,0
22.9,0,0,0,0
22.9,0.07,0.04,4.4,-111.6
23.3,0.06,0.17,17.1,-105.6
23.2,0.06,0.3,30.1,-100.1
21.9,0.06,0.46,43.4,-94.6
20.9,0.07,0.59,56.8,-88.2
20.5,0.02,0.75,70.1,-78.3
20.5,0.04,0.78,82.2,-45.7
20.8,0.04,0.78,80.1,57.8
21.1,0.03,0.71,67.4,80.9
21,0.05,0.58,54.1,89.7
20.8,0.05,0.44,40.7,95.8
20.7,0.05,0.28,27.5,101.2
20.8,0.05,0.14,14.5,106.8
20.7,0.04,0.02,1.9,112.9
20.7,0,0,0,0
20.9,0,0,0,0
20.9,0,0,0,0
21.1,0,0,0,0
21.2,0,0,0,0
21.3,0,0,0,0
21.6,0,0,0,0
21.7,0,0,0,0
21.9,0,0,0,0
22.1,0,0,0,0
22.1,0.15,0.06,4.5,-111.8
22.2,0.13,0.22,17.1,-105.8
22.7,0.13,0.41,30.2,-100.3
23.5,0.11,0.6,43.4,-94.9
24,0.13,0.76,56.8,-88.5
26,0.13,0.89,70.1,-78.8
27.9,0.91,1.22,82.3,-46.7
29,1.73,0.86,80.2,58.5
29.1,0.44,1.14,67.5,81.3
28,1.14,0.88,54.2,89.9
28.4,0.98,0.7,40.8,96
27.7,1.03,0.46,27.6,101.4
26.3,0.64,0.24,14.6,106.9
24.5,0.13,0.03,2,113.1
24.3,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.3,0,0,0,0
24.1,0,0,0,0
24,0,0,0,0
24.1,0,0,0,0
24,0,0,0,0
23.9,0,0,0,0
24,0,0,0,0
24,0.19,0.06,4.5,-111.9
25.2,1.02,0.26,17.2,-106
26.6,1.66,0.38,30.2,-100.5
27,1.22,0.7,43.4,-95.1
28.4,1.5,0.79,56.8,-88.8
28,1.82,0.76,70.1,-79.2
28.1,0.98,1.2,82.4,-47.7
27.3,1.21,1.11,80.3,59.1
27.2,0.49,1.15,67.6,81.7
28.2,0.5,0.98,54.2,90.2
26.2,0.15,0.6,40.9,96.2
25.3,0.15,0.4,27.7,101.6
25,0.17,0.2,14.7,107.1
24.8,0.13,0.03,2.1,113.2
24.8,0,0,0,0
22.6,0,0,0,0
22.7,0,0,0,0
23.3,0,0,0,0
23.7,0,0,0,0
24.1,0,0,0,0
24,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.2,0.07,0.04,4.5,-112.1
24.5,0.07,0.18,17.2,-106.1
25.2,0.06,0.34,30.2,-100.7
25.8,0.1,0.58,43.5,-95.3
26.6,0.05,0.67,56.8,-89.1
26.5,0.09,0.75,70.1,-79.7
27,0.04,0.86,82.5,-48.7
27.5,0.22,1.14,80.4,59.8
24.4,0.05,0.78,67.6,82
26,0.24,0.9,54.3,90.4
25.4,0.1,0.56,40.9,96.3
26.3,0.17,0.4,27.7,101.7
26.7,0.19,0.21,14.8,107.2
25,0.19,0.04,2.2,113.3
24.5,0,0,0,0
23.9,0,0,0,0
23.8,0,0,0,0
23.5,0,0,0,0
23.2,0,0,0,0
22.9,0,0,0,0
23,0,0,0,0
23.1,0,0,0,0
23.1,0,0,0,0
23,0,0,0,0
23.3,0.18,0.06,4.6,-112.2
24.1,0.16,0.23,17.2,-106.3
25.2,0.22,0.47,30.2,-100.9
26.2,0.4,0.78,43.5,-95.5
26.9,0.8,1,56.8,-89.4
27.9,1,1.11,70.2,-80.1
28.9,0.98,1.2,82.5,-49.7
27.8,1.8,0.82,80.5,60.4
28.5,1,1.09,67.7,82.4
29.2,0.79,0.96,54.4,90.6
26.5,0.4,0.73,41,96.5
29.1,1.62,0.34,27.8,101.9
26.7,0.86,0.24,14.9,107.3
24.5,0.19,0.04,2.3,113.4
23.4,0,0,0,0
23,0,0,0,0
22.5,0,0,0,0
21.9,0,0,0,0
21.5,0,0,0,0
21.1,0,0,0,0
20.8,0,0,0,0
20.2,0,0,0,0
19.8,0,0,0,0
19.8,0,0,0,0
19.6,0.3,0.06,4.6,-112.4
20.6,0.27,0.26,17.2,-106.4
21.8,1.48,0.42,30.2,-101
22.8,1.57,0.58,43.5,-95.7
22.9,1.94,0.59,56.8,-89.7
23.4,1.6,0.87,70.2,-80.6
23.7,1.58,0.94,82.6,-50.7
24.1,1.92,0.75,80.6,61
23.9,1.93,0.68,67.8,82.7
23.5,0.72,0.98,54.4,90.9
22.6,0.42,0.74,41.1,96.7
21.9,0.24,0.44,27.9,102
21.1,0.18,0.21,14.9,107.4
20.7,0.19,0.04,2.4,113.5
20.6,0,0,0,0
20.7,0,0,0,0
20.8,0,0,0,0
20.6,0,0,0,0
20.7,0,0,0,0
20,0,0,0,0
20,0,0,0,0
20,0,0,0,0
20.1,0,0,0,0
20,0,0,0,0
20.1,0.1,0.05,4.6,-112.5
21.1,0.18,0.24,17.3,-106.6
22.1,1.54,0.4,30.3,-101.2
23.6,0.34,0.76,43.5,-95.9
23.6,0.06,0.67,56.8,-89.9
23.2,0.1,0.75,70.2,-81
22.8,0.05,0.86,82.7,-51.6
22.4,0.05,0.85,80.7,61.6
21.8,0.06,0.78,67.9,83
21.6,0.09,0.62,54.5,91.1
21.1,0.06,0.49,41.2,96.8
21.3,0.06,0.32,28,102.1
20.6,0.07,0.16,15,107.6
20.4,0.08,0.02,2.5,113.6
20.6,0,0,0,0
20.7,0,0,0,0
20.5,0,0,0,0
20.1,0,0,0,0
20,0,0,0,0
19.5,0,0,0,0
19.5,0,0,0,0
19.8,0,0,0,0
20.1,0,0,0,0
20.3,0,0,0,0
20.6,0.06,0.04,4.7,-112.6
20.6,0.06,0.17,17.3,-106.7
20.4,0.05,0.32,30.3,-101.4
20.5,0.06,0.46,43.5,-96.1
21.1,0.06,0.59,56.8,-90.2
21.5,0.08,0.68,70.2,-81.4
22.5,0.03,0.79,82.7,-52.6
23.1,0.04,0.78,80.8,62.2
23.5,0.02,0.72,67.9,83.3
22.1,0.05,0.59,54.6,91.3
22.5,0.04,0.46,41.2,97
21.9,0.05,0.29,28,102.2
21.8,0.06,0.14,15.1,107.7
21.2,0.08,0.02,2.6,113.7
21,0,0,0,0
21.2,0,0,0,0
21.1,0,0,0,0
20.9,0,0,0,0
21.1,0,0,0,0
20.9,0,0,0,0
20.7,0,0,0,0
20.9,0,0,0,0
20.8,0,0,0,0
20.6,0,0,0,0
20.6,0.02,0.03,4.7,-112.8
20.9,0.05,0.16,17.3,-106.9
21.7,0.22,0.47,30.3,-101.5
23.2,1.12,0.72,43.5,-96.3
23.9,0.5,1.01,56.8,-90.4
23.4,0.08,0.81,70.2,-81.7
23.6,0.26,1.17,82.8,-53.5
24.4,0.26,1.16,80.9,62.7
23.5,0.1,0.78,68,83.6
23.6,0.08,0.66,54.7,91.4
23.4,0.13,0.57,41.3,97.1
23,0.12,0.38,28.1,102.4
22.6,0.11,0.18,15.2,107.8
22,0.19,0.04,2.7,113.8
21.7,0,0,0,0
21.7,0,0,0,0
21.7,0,0,0,0
21.7,0,0,0,0
21.7,0,0,0,0
21.6,0,0,0,0
21.5,0,0,0,0
21.3,0,0,0,0
21.3,0,0,0,0
21.5,0,0,0,0
21.5,0.9,0.07,4.7,-112.9
23.3,1.46,0.22,17.3,-107
25,1.88,0.32,30.3,-101.6
25.3,2.04,0.42,43.5,-96.4
25.8,2.07,0.52,56.8,-90.6
26.5,2.06,0.62,70.2,-82.1
28.6,2.07,0.66,82.8,-54.4
27.4,2.08,0.65,81,63.2
26.9,2.09,0.59,68.1,83.8
27,2.06,0.51,54.7,91.6
26.6,1.77,0.49,41.4,97.3
26.8,1.86,0.3,28.2,102.5
25.9,0.91,0.24,15.3,107.9
24.1,0.43,0.04,2.8,113.9
23.8,0,0,0,0
23.6,0,0,0,0
23.5,0,0,0,0
23.7,0,0,0,0
23.7,0,0,0,0
23.7,0,0,0,0
23.8,0,0,0,0
23.7,0,0,0,0
23.8,0,0,0,0
23.8,0,0,0,0
23.8,0.06,0.04,4.7,-113
24,0.05,0.17,17.3,-107.1
24.2,0.05,0.32,30.3,-101.8
24.9,0.06,0.46,43.5,-96.6
25.1,0.06,0.59,56.8,-90.8
24.3,0,0.55,70.2,-82.4
24.3,0.06,0.54,82.9,-55.3
24.1,0.04,0.78,81.1,63.7
22.1,0,0.56,68.2,84.1
21.8,0.04,0.27,54.8,91.8
21.7,0.03,0.22,41.5,97.4
22.5,0.01,0.17,28.3,102.6
22.8,0.02,0.1,15.4,107.9
22.3,0.08,0.02,2.9,114
22.2,0,0,0,0
22.7,0,0,0,0
23.8,0,0,0,0
22.5,0,0,0,0
22.3,0,0,0,0
22.7,0,0,0,0
23.1,0,0,0,0
23.1,0,0,0,0
22.3,0,0,0,0
23.2,0,0,0,0
23.7,0.13,0.06,4.7,-113.1
24.2,0.27,0.26,17.3,-107.2
26.8,1.34,0.44,30.3,-101.9
26.2,0.86,0.77,43.5,-96.7
25.9,0.88,0.98,56.8,-91
26.2,0.3,1.11,70.2,-82.7
27.3,0.29,1.19,82.9,-56.2
26,0.22,1.1,81.2,64.1
28.3,0.3,1.1,68.2,84.3
25.2,0.14,0.8,54.9,91.9
25.2,0.15,0.62,41.5,97.5
24.7,0.08,0.33,28.3,102.7
24.4,0.11,0.18,15.4,108
24.2,0.19,0.04,2.9,114
23.9,0,0,0,0
23.8,0,0,0,0
23.8,0,0,0,0
23.6,0,0,0,0
23.6,0,0,0,0
23.7,0,0,0,0
23.4,0,0,0,0
23.4,0,0,0,0
23.7,0,0,0,0
23.6,0,0,0,0
23.4,0.34,0.06,4.7,-113.2
24.7,0.59,0.29,17.3,-107.3
25.6,0.87,0.52,30.2,-102
26.6,0.9,0.76,43.4,-96.9
27,0.87,0.98,56.8,-91.2
28.1,0.86,1.15,70.1,-83.1
28.5,1.04,1.18,82.9,-57
28.6,1.05,1.17,81.3,64.5
29.2,0.43,1.14,68.3,84.5
28.4,1.88,0.59,54.9,92.1
28,1.55,0.56,41.6,97.6
27.7,1.7,0.34,28.4,102.7
26.7,1.21,0.22,15.5,108.1
25.1,0.28,0.04,3,114.1
24.4,0,0,0,0
24.2,0,0,0,0
24.3,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.2,0,0,0,0
24.1,0,0,0,0
24.3,0.12,0.06,4.7,-113.3
25.4,1.05,0.26,17.3,-107.4
26.7,1.54,0.4,30.2,-102.1
27.6,1.66,0.55,43.4,-97
27.8,0.52,1.01,56.8,-91.4
27.1,0.09,0.89,70.1,-83.3
26.6,0.13,0.91,82.9,-57.8
26.7,0.08,0.95,81.4,64.9
27.6,0.1,0.86,68.4,84.7
27.3,0.16,0.8,55,92.2
27.1,0.55,0.75,41.7,97.7
26.5,0.25,0.46,28.5,102.8
25.8,0.18,0.22,15.6,108.2
25.2,0.26,0.04,3.1,114.2
24.8,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.6,0,0,0,0
24.8,0.06,0.04,4.7,-113.4
24.9,0.06,0.18,17.3,-107.5
24.8,0.06,0.34,30.2,-102.2
25.4,0.05,0.5,43.4,-97.1
26.8,0.06,0.63,56.7,-91.5
26.9,0.06,0.75,70.1,-83.6
27.5,0.12,0.91,82.9,-58.5
27.1,0.16,1.02,81.4,65.2
27.7,0.22,1.03,68.4,84.9
27.2,0.1,0.72,55,92.3
26.9,0.09,0.55,41.7,97.8
26.3,0.11,0.37,28.6,102.9
25.7,0.06,0.16,15.7,108.2
25.3,0.18,0.04,3.2,114.2
24.5,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.4,0,0,0,0
23.5,0,0,0,0
23.5,0,0,0,0
23.8,0,0,0,0
24,0,0,0,0
24.3,0,0,0,0
24.4,0,0,0,0
24.5,0.02,0.03,4.7,-113.5
21.8,0.01,0.1,17.3,-107.6
22.7,0.01,0.19,30.2,-102.3
23.3,0.02,0.25,43.4,-97.2
22.3,0.11,0.78,56.7,-91.7
25.3,0.22,1.06,70.1,-83.9
25.3,0.11,0.91,82.9,-59.3
23.4,0.08,0.78,81.5,65.5
25,0.06,0.73,68.5,85.1
23.5,0.08,0.6,55.1,92.4
23.1,0.07,0.46,41.8,97.9
23.2,0.06,0.31,28.6,103
23.2,0.06,0.16,15.7,108.3
22.7,0.1,0.03,3.3,114.3
22.3,0,0,0,0
22.3,0,0,0,0
22.9,0,0,0,0
22.9,0,0,0,0
22.8,0,0,0,0
22.6,0,0,0,0
22.5,0,0,0,0
22.5,0,0,0,0
22.3,0,0,0,0
22.3,0,0,0,0
22.6,0.1,0.05,4.7,-113.6
22.9,0.08,0.19,17.2,-107.7
23.5,0.07,0.36,30.2,-102.4
23.6,0.07,0.52,43.4,-97.4
24.7,0.08,0.66,56.7,-91.8
24.8,0.06,0.8,70.1,-84.1
24.8,0.06,0.86,82.9,-59.9
25.2,0.06,0.85,81.6,65.8
25.6,0.06,0.78,68.5,85.2
25.6,0.05,0.67,55.2,92.5
25.6,1.04,0.7,41.9,97.9
25.6,1.04,0.47,28.7,103
24.5,0.42,0.26,15.8,108.3
23.8,0.1,0.03,3.3,114.3
23.4,0,0,0,0
23.4,0,0,0,0
23.5,0,0,0,0
23.5,0,0,0,0
23.5,0,0,0,0
23.3,0,0,0,0
23.3,0,0,0,0
23.4,0,0,0,0
23.5,0,0,0,0
23.3,0,0,0,0
23.5,0.1,0.05,4.7,-113.7
24.1,0.2,0.25,17.2,-107.8
25.3,0.62,0.54,30.1,-102.5
25.6,0.54,0.78,43.3,-97.5
26.6,0.28,0.94,56.7,-92
26.7,0.82,1.15,70,-84.3
27,0.06,0.91,82.9,-60.6
26.8,0.06,0.91,81.7,66
26.9,0.07,0.83,68.6,85.3
26.8,0.12,0.79,55.2,92.6
27.5,0.19,0.66,41.9,98
26.4,0.2,0.44,28.8,103.1
25.8,0.13,0.2,15.9,108.4
25.4,0.3,0.05,3.4,114.3
25.2,0,0,0,0
25.1,0,0,0,0
25.1,0,0,0,0
25.1,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.7,0,0,0,0
24.8,0.06,0.04,4.7,-113.7
24.8,0.05,0.17,17.2,-107.8
25.3,0.15,0.43,30.1,-102.6
26.3,0.05,0.48,43.3,-97.5
26.8,0.04,0.63,56.6,-92.1
28.2,0.03,0.74,70,-84.5
26.5,0.05,0.78,82.9,-61.1
26.4,0.05,0.78,81.7,66.2
26.4,0.04,0.73,68.7,85.5
26.8,0.06,0.61,55.3,92.7
27.1,0.04,0.47,42,98
26.4,0.1,0.37,28.8,103.1
25.9,0.05,0.15,15.9,108.4
25.6,0.09,0.03,3.5,114.4
25.2,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.9,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.6,0,0,0,0
24.5,0.17,0.06,4.7,-113.8
24.9,0.17,0.23,17.2,-107.9
25.7,0.68,0.53,30.1,-102.7
27.3,1.45,0.62,43.3,-97.6
27.6,0.96,0.96,56.6,-92.2
27.6,0.79,1.16,70,-84.6
27.8,1.76,0.84,82.9,-61.7
27.9,1.76,0.83,81.8,66.3
28.3,1.46,0.92,68.7,85.6
27.5,0.14,0.79,55.4,92.7
26.5,0.14,0.61,42,98.1
26.6,0.7,0.5,28.9,103.1
26.5,0.55,0.26,16,108.4
25.6,0.2,0.04,3.5,114.4
24.8,0,0,0,0
25,0,0,0,0
24.6,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.4,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.4,0.29,0.06,4.6,-113.9
25,1,0.26,17.1,-108
25.9,1.76,0.34,30.1,-102.7
27.1,1.87,0.47,43.2,-97.7
27.8,1.09,0.93,56.5,-92.3
28.3,1.92,0.69,69.9,-84.8
28.7,1.91,0.74,82.9,-62.2
28.6,1.91,0.74,81.8,66.4
29,1.91,0.69,68.8,85.6
28.5,1.93,0.58,55.4,92.8
27.9,1.87,0.46,42.1,98.1
27.1,0.54,0.51,28.9,103.2
26.3,0.24,0.24,16.1,108.4
25.7,0.35,0.05,3.6,114.4
25.3,0,0,0,0
25,0,0,0,0
25,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
25.3,0,0,0,0
25.2,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
24.6,0,0,0,0
24.6,0.54,0.07,4.6,-113.9
25.4,1.08,0.26,17.1,-108
26.5,1.33,0.44,30,-102.8
27.5,1.85,0.48,43.2,-97.8
28,0.88,0.98,56.5,-92.4
27.7,0.72,1.17,69.9,-84.9
29.1,1.88,0.77,82.8,-62.6
27.9,0.7,1.26,81.9,66.5
28.3,0.71,1.16,68.8,85.7
28.2,1.09,0.91,55.5,92.8
27.3,0.85,0.74,42.1,98.2
27.8,1.7,0.34,29,103.2
26.8,1.05,0.24,16.1,108.5
25.8,0.33,0.05,3.7,114.4
25.3,0,0,0,0
25.3,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.4,0.1,0.05,4.6,-114
24.7,0.67,0.28,17.1,-108.1
25.5,0.94,0.5,30,-102.8
26.5,0.11,0.58,43.1,-97.8
26.7,0.06,0.66,56.5,-92.4
24.5,0.1,0.74,69.8,-85
24.3,0.04,0.86,82.8,-63
23.4,0.04,0.86,82,66.5
24.7,0.04,0.78,68.9,85.7
23.3,0.07,0.65,55.5,92.8
22.9,0.08,0.49,42.2,98.2
22.6,0.06,0.33,29.1,103.2
21.6,0.07,0.17,16.2,108.5
21.1,0.08,0.03,3.7,114.4
20.8,0,0,0,0
20.3,0,0,0,0
20.2,0,0,0,0
20,0,0,0,0
20.4,0,0,0,0
20.3,0,0,0,0
20.4,0,0,0,0
20.3,0,0,0,0
20.1,0,0,0,0
20.2,0,0,0,0
19.7,0.02,0.02,4.5,-114
19.4,0.03,0.14,17,-108.1
19.4,0.06,0.31,29.9,-102.9
19.3,0.06,0.46,43.1,-97.9
19.6,0,0.46,56.4,-92.5
19.7,0,0.56,69.8,-85.1
19.9,0.03,0.78,82.8,-63.3
21,0.03,0.78,82,66.4
20.5,0,0.56,69,85.7
19.7,0.02,0.28,55.6,92.9
17.9,0.02,0.23,42.3,98.2
17.2,0,0.17,29.1,103.2
16.8,0.01,0.09,16.2,108.5
16.1,0.02,0.02,3.8,114.4
16,0,0,0,0
16.3,0,0,0,0
16.6,0,0,0,0
17.1,0,0,0,0
17.4,0,0,0,0
17.2,0,0,0,0
17.4,0,0,0,0
17,0,0,0,0
16.9,0,0,0,0
17.6,0,0,0,0
17.8,0.19,0.06,4.5,-114
18.5,0.14,0.22,17,-108.1
18.9,0.06,0.33,29.9,-102.9
19.6,0.06,0.5,43.1,-97.9
20.4,0.26,0.92,56.4,-92.5
21.6,0.18,1.02,69.8,-85.2
23,1.21,1.11,82.7,-63.6
23.6,1.49,0.98,82.1,66.4
23.3,1.83,0.73,69,85.7
24.3,0.62,0.99,55.6,92.9
23.6,1.49,0.59,42.3,98.2
24.5,1.68,0.35,29.2,103.2
23.6,0.56,0.26,16.3,108.5
22.4,0.15,0.05,3.8,114.4
21.9,0,0,0,0
21.9,0,0,0,0
21.7,0,0,0,0
21.8,0,0,0,0
21.4,0,0,0,0
20.9,0,0,0,0
21.1,0,0,0,0
21.2,0,0,0,0
21.6,0,0,0,0
21,0,0,0,0
21.2,0.07,0.04,4.5,-114.1
21.9,0.06,0.17,17,-108.2
22.9,0.06,0.31,29.8,-102.9
24.2,0.06,0.47,43,-97.9
24.4,0.05,0.62,56.3,-92.6
24.4,0.05,0.74,69.7,-85.3
25.1,0.21,1.13,82.7,-63.8
25.8,0.14,1.03,82.1,66.2
25.7,0.05,0.74,69.1,85.7
25.1,0.06,0.61,55.7,92.8
24.3,0.06,0.46,42.4,98.2
23.7,0.06,0.31,29.2,103.2
24.3,0.06,0.16,16.3,108.4
23,0.07,0.03,3.9,114.4
22.6,0,0,0,0
22.7,0,0,0,0
22.7,0,0,0,0
22.8,0,0,0,0
22.5,0,0,0,0
22.5,0,0,0,0
22.6,0,0,0,0
22.6,0,0,0,0
22.1,0,0,0,0
22.1,0,0,0,0
22.5,0.06,0.04,4.4,-114.1
23,0.05,0.16,16.9,-108.2
24.3,0.02,0.22,29.8,-102.9
24.3,0.01,0.24,43,-97.9
25.3,0.02,0.3,56.3,-92.6
24.8,0,0.56,69.7,-85.3
24.7,0.03,0.78,82.7,-64
24.3,0.06,0.54,82.2,66.1
24.3,0,0.54,69.1,85.7
24.1,0.03,0.61,55.7,92.8
23.9,0.04,0.46,42.4,98.1
23.1,0.02,0.25,29.3,103.2
22.6,0.01,0.09,16.4,108.4
22.2,0.02,0.02,3.9,114.3
22,0,0,0,0
22.3,0,0,0,0
22.3,0,0,0,0
22.2,0,0,0,0
22.3,0,0,0,0
22.2,0,0,0,0
22.5,0,0,0,0
22.4,0,0,0,0
22.7,0,0,0,0
22.1,0,0,0,0
21.9,0.02,0.02,4.4,-114.1
22.3,0.01,0.1,16.9,-108.2
22.8,0.03,0.25,29.8,-103
23.3,0.02,0.35,42.9,-97.9
23.5,0.02,0.29,56.2,-92.6
23.6,0,0.35,69.6,-85.3
23,0,0.38,82.6,-64.2
23.1,0.05,0.54,82.2,65.9
23.4,0,0.56,69.1,85.6
23.6,0.02,0.29,55.8,92.8
22.7,0.02,0.23,42.5,98.1
23.7,0.01,0.17,29.3,103.1
22.5,0.01,0.09,16.4,108.4
22.3,0.02,0.02,4,114.3
22,0,0,0,0
22.4,0,0,0,0
23,0,0,0,0
22.7,0,0,0,0
22.7,0,0,0,0
22.2,0,0,0,0
22.1,0,0,0,0
22.3,0,0,0,0
22.4,0,0,0,0
22.2,0,0,0,0
22.3,0.28,0.06,4.3,-114.1
22.9,0.38,0.27,16.8,-108.2
23.6,0.57,0.53,29.7,-103
25,1.91,0.46,42.9,-97.9
24.9,1.96,0.57,56.2,-92.6
25.2,1.65,0.83,69.6,-85.3
25.3,1.34,1.06,82.6,-64.2
26.1,1.95,0.73,82.2,65.6
25.4,1.97,0.66,69.2,85.6
25.6,1.97,0.56,55.8,92.7
25.8,1.9,0.45,42.5,98.1
24.8,1.25,0.44,29.3,103.1
24.3,0.66,0.27,16.5,108.4
23.3,0.26,0.06,4,114.3
22.6,0,0,0,0
22.2,0,0,0,0
22.1,0,0,0,0
22.3,0,0,0,0
22.3,0,0,0,0
21.8,0,0,0,0
21.4,0,0,0,0
21.1,0,0,0,0
20.9,0,0,0,0
21.2,0,0,0,0
21.1,0.22,0.06,4.3,-114.1
22.8,0.81,0.27,16.8,-108.2
24.8,0.74,0.52,29.6,-103
25.4,1.51,0.58,42.8,-97.9
26,1.48,0.78,56.1,-92.6
26.2,1.8,0.75,69.5,-85.3
27.4,1.82,0.8,82.5,-64.3
27.3,1.79,0.82,82.3,65.3
26.5,0.8,1.14,69.2,85.5
25.8,0.14,0.8,55.9,92.7
25.7,0.14,0.62,42.5,98
25,0.15,0.42,29.4,103.1
25.7,0.15,0.22,16.5,108.3
24.5,0.2,0.05,4,114.2
24,0,0,0,0
23.7,0,0,0,0
23.6,0,0,0,0
23.3,0,0,0,0
23.3,0,0,0,0
23.2,0,0,0,0
23.5,0,0,0,0
23.3,0,0,0,0
23.1,0,0,0,0
23,0,0,0,0
23.3,0.22,0.06,4.2,-114.1
24.9,0.75,0.27,16.7,-108.2
25.9,0.9,0.5,29.6,-102.9
26.6,1.32,0.65,42.8,-97.9
27,1.54,0.74,56.1,-92.5
28.2,1.54,0.88,69.4,-85.2
28,0.31,1.2,82.5,-64.3
28.1,0.41,1.23,82.3,64.9
27.7,0.16,0.98,69.3,85.4
27.6,1.26,0.86,55.9,92.6
28.1,1.82,0.48,42.6,98
27.6,1.7,0.34,29.4,103
26.8,1.22,0.23,16.5,108.3
25.7,0.65,0.06,4.1,114.2
25.5,0,0,0,0
24.7,0,0,0,0
24.3,0,0,0,0
24.5,0,0,0,0
24.2,0,0,0,0
24.4,0,0,0,0
24.2,0,0,0,0
24.6,0,0,0,0
24.4,0,0,0,0
25,0,0,0,0
24.7,0.3,0.06,4.2,-114.1
25.3,0.27,0.25,16.6,-108.2
26.9,1.56,0.38,29.5,-102.9
27.5,1.9,0.45,42.7,-97.9
28.4,1.65,0.7,56,-92.5
28.9,1.95,0.67,69.4,-85.2
29.3,1.95,0.72,82.4,-64.2
29,1.95,0.72,82.3,64.5
29.2,1.95,0.66,69.3,85.2
28.5,1.95,0.57,55.9,92.5
28.4,1.92,0.44,42.6,97.9
28,1.76,0.34,29.5,102.9
27.2,1.14,0.24,16.6,108.2
26,0.53,0.06,4.1,114.1
25.4,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.7,0,0,0,0
24.7,0,0,0,0
24.9,0.14,0.05,4.1,-114.1
25.2,0.16,0.22,16.6,-108.2
26.9,1.09,0.47,29.5,-102.9
27.5,0.85,0.75,42.6,-97.8
28.3,0.29,0.93,56,-92.4
28.6,0.09,0.84,69.3,-85.1
27.4,0.08,0.91,82.3,-64.1
28.1,0.38,1.22,82.3,64.1
28,0.28,1.1,69.3,85.1
27.3,0.1,0.71,56,92.4
27.9,0.22,0.69,42.6,97.8
26.9,0.3,0.49,29.5,102.9
26.4,0.24,0.24,16.6,108.2
25.9,0.41,0.06,4.1,114.1
25.4,0,0,0,0
25.2,0,0,0,0
25,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.5,0,0,0,0
24.4,0,0,0,0
24.6,0,0,0,0
24.5,0,0,0,0
24.7,0.54,0.06,4,-114.1
25.7,1.23,0.23,16.5,-108.1
27.6,1.7,0.34,29.4,-102.9
28.6,1.82,0.48,42.6,-97.8
29.5,0.7,0.99,55.9,-92.4
29.7,1.86,0.72,69.3,-85
29.2,0.84,1.23,82.3,-64
29.2,1.86,0.78,82.4,63.6
28.5,0.54,1.17,69.4,84.9
27.9,0.33,0.96,56,92.3
29.1,0.88,0.75,42.7,97.8
27,0.6,0.52,29.5,102.8
27.3,0.45,0.27,16.6,108.1
25.5,0.74,0.06,4.1,114
24.7,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.6,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
25,0,0,0,0
24.8,0.34,0.06,4,-114
25.7,1.34,0.22,16.5,-108.1
26.9,1.78,0.33,29.4,-102.8
27.9,1.93,0.44,42.5,-97.7
